,SYMBOL,NAME OF COMPANY,cm04JUL2024bhav.csv,cm03JUL2024bhav.csv,cm02JUL2024bhav.csv,cm01JUL2024bhav.csv
752,IL&FSENGG,IL&FS Engineering and Construction Company Limited,,,,
753,IL&FSTRANS,IL&FS Transportation Networks Limited,,,,
754,IMAGICAA,Imagicaaworld Entertainment Limited,76.83,77.65,77.82,78.25
755,IMFA,Indian Metals & Ferro Alloys Limited,740.0,739.1,738.95,745.2
756,IMPAL,India Motor Parts and Accessories Limited,1136.0,1139.0,1132.0,1093.0
757,IMPEXFERRO,Impex Ferro Tech Limited,,,,
758,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,43.5,45.49,44.93,44.75
759,INDBANK,Indbank Merchant Banking Services Limited,50.11,50.19,50.5,51.9
760,INDHOTEL,The Indian Hotels Company Limited,612.9,600.0,602.4,615.85
761,INDIACEM,The India Cements Limited,286.35,286.0,283.55,283.0
762,INDIAGLYCO,India Glycols Limited,914.9,914.95,918.2,927.1
763,INDIAMART,Indiamart Intermesh Limited,2696.0,2695.0,2690.0,2696.0
764,INDIANB,Indian Bank,541.5,535.55,538.75,544.0
765,INDIANCARD,Indian Card Clothing Company Limited,271.5,267.05,270.2,273.7
766,INDIANHUME,Indian Hume Pipe Company Limited,421.5,423.0,420.05,432.55
767,INDIGO,InterGlobe Aviation Limited,4285.05,4279.9,4240.0,4228.0
768,INDIGOPNTS,Indigo Paints Limited,1386.4,1387.0,1397.0,1402.0
769,INDLMETER,IMP Powers Limited,,,,
770,INDNIPPON,India Nippon Electricals Limited,813.0,818.0,827.0,827.0
771,INDOAMIN,Indo Amines Limited,136.7,138.39,138.62,140.86
772,INDOBORAX,Indo Borax & Chemicals Limited,201.15,202.19,202.99,175.99
773,INDOCO,Indoco Remedies Limited,347.65,344.7,344.0,332.0
774,INDORAMA,Indo Rama Synthetics (India) Limited,47.3,47.88,47.99,50.4
775,INDOSTAR,IndoStar Capital Finance Limited,251.95,250.0,248.95,254.0
776,INDOTECH,Indo Tech Transformers Limited,,,,
777,INDOTHAI,Indo Thai Securities Limited,269.0,273.0,271.0,275.0
778,INDOWIND,Indowind Energy Limited,31.33,32.98,29.99,27.6
779,INDRAMEDCO,Indraprastha Medical Corporation Limited,237.7,240.8,240.0,240.5
780,INDSWFTLAB,Ind-Swift Laboratories Limited,127.5,133.41,132.5,134.7
781,INDSWFTLTD,Ind-Swift Limited,,,,
782,INDTERRAIN,Indian Terrain Fashions Limited,76.1,75.93,77.86,78.6
783,INDUSINDBK,IndusInd Bank Limited,1444.25,1453.0,1430.9,1456.5
784,INDUSTOWER,Indus Towers Limited,404.5,397.05,386.9,389.7
785,INFIBEAM,Infibeam Avenues Limited,29.99,30.0,29.97,30.24
786,INFOBEAN,InfoBeans Technologies Limited,469.0,460.0,459.0,464.5
787,INFOMEDIA,Infomedia Press Limited,,,,
788,INFY,Infosys Limited,1648.95,1629.25,1620.0,1586.0
789,INGERRAND,Ingersoll Rand (India) Limited,4540.0,4541.0,4540.0,4604.0
790,INOXGREEN,Inox Green Energy Services Limited,175.3,174.0,172.1,174.25
791,INOXWIND,Inox Wind Limited,157.15,142.24,144.0,143.6
792,INSECTICID,Insecticides (India) Limited,702.4,698.5,686.8,692.0
793,INSPIRISYS,Inspirisys Solutions Limited,,,,
794,INTELLECT,Intellect Design Arena Limited,1099.0,1090.05,1087.1,1084.4
795,INTENTECH,Intense Technologies Limited,157.2,154.9,153.0,148.68
796,INTLCONV,International Conveyors Limited,83.5,83.2,83.99,82.81
797,INVENTURE,Inventure Growth & Securities Limited,2.89,2.87,2.93,2.95
798,IOB,Indian Overseas Bank,63.15,63.46,63.22,63.75
799,IOC,Indian Oil Corporation Limited,170.4,169.3,168.4,167.8
800,IOLCP,IOL Chemicals and Pharmaceuticals Limited,423.0,433.05,428.6,408.65
801,IONEXCHANG,ION Exchange (India) Limited,660.0,653.45,631.85,660.0
802,IPCALAB,IPCA Laboratories Limited,1175.4,1157.0,1128.0,1133.0
803,IPL,India Pesticides Limited,226.0,229.4,228.0,230.97
804,IRB,IRB Infrastructure Developers Limited,67.71,65.7,64.75,64.95
805,IRCON,Ircon International Limited,280.5,276.4,275.0,271.7
806,IRCTC,Indian Railway Catering And Tourism Corporation Limited,1005.9,1003.5,1005.0,991.2
807,IRFC,Indian Railway Finance Corporation Limited,177.69,176.59,172.3,172.2
808,IRIS,Iris Business Services Limited,,,,
809,IRISDOREME,Iris Clothings Limited,67.08,68.74,67.75,70.5
810,ISEC,ICICI Securities Limited,781.0,766.0,759.0,762.05
811,ISFT,Intrasoft Technologies Limited,129.25,123.61,125.19,127.8
812,ISGEC,Isgec Heavy Engineering Limited,1325.6,1285.0,1240.0,1220.0
813,ISMTLTD,ISMT Limited,137.49,140.3,139.95,131.5
814,ITC,ITC Limited,429.25,428.5,425.75,428.5
815,ITDC,India Tourism Development Corporation Limited,873.95,864.9,886.0,822.3
816,ITDCEM,ITD Cementation India Limited,495.0,574.0,578.0,566.0
817,ITI,ITI Limited,309.1,308.65,309.6,309.2
818,IVC,IL&FS Investment Managers Limited,12.48,12.65,12.85,12.98
819,IVP,IVP Limited,189.7,192.0,190.2,194.95
820,IWEL,Inox Wind Energy Limited,7552.65,7190.0,7275.0,7124.0
821,IZMO,IZMO Limited,393.0,394.9,357.0,348.3
822,J&KBANK,The Jammu & Kashmir Bank Limited,114.0,115.0,117.0,117.9
823,JAGRAN,Jagran Prakashan Limited,93.1,92.4,92.78,91.2
824,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,331.4,341.85,339.0,338.0
825,JAIBALAJI,Jai Balaji Industries Limited,,,,
826,JAICORPLTD,Jai Corp Limited,397.2,399.8,412.6,407.9
827,JAIPURKURT,Nandani Creation Limited,,,,
828,JAMNAAUTO,Jamna Auto Industries Limited,127.52,125.15,124.69,125.66
829,JASH,Jash Engineering Limited,2090.0,2090.0,2085.0,2096.0
830,JAYAGROGN,Jayant Agro Organics Limited,317.4,323.5,321.0,322.0
831,JAYBARMARU,Jay Bharat Maruti Limited,108.69,109.25,109.9,110.1
832,JAYNECOIND,Jayaswal Neco Industries Limited,46.91,47.65,47.48,48.1
833,JAYSREETEA,Jayshree Tea & Industries Limited,117.0,118.0,119.0,116.9
834,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,1789.0,1800.5,1800.0,1790.0
835,JBFIND,JBF Industries Limited,,,,
836,JBMA,JBM Auto Limited,2136.2,2142.0,2156.0,2200.25
837,JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,2001.0,2007.0,2048.0,2002.0
838,JETAIRWAYS,Jet Airways (India) Limited,,,,
839,JETFREIGHT,Jet Freight Logistics Limited,14.4,13.95,13.75,13.72
840,JHS,JHS Svendgaard Laboratories Limited,,,,
841,JINDALPHOT,Jindal Photo Limited,898.15,910.0,922.0,935.0
842,JINDALPOLY,Jindal Poly Films Limited,832.0,805.2,739.95,705.3
843,JINDALSAW,Jindal Saw Limited,554.0,556.95,544.95,546.95
844,JINDALSTEL,Jindal Steel & Power Limited,1054.5,1047.85,1044.2,1065.0
845,JINDRILL,Jindal Drilling And Industries Limited,630.05,633.9,633.2,635.0
846,JINDWORLD,Jindal Worldwide Limited,343.8,343.8,347.5,345.0
847,JISLDVREQS,Jain Irrigation Systems Limited,41.55,41.9,40.41,41.33
848,JISLJALEQS,Jain Irrigation Systems Limited,72.8,72.0,74.35,75.7
849,JITFINFRA,JITF Infralogistics Limited,825.25,826.0,845.0,842.0
850,JKCEMENT,JK Cement Limited,4260.0,4311.25,4359.95,4455.05
851,JKIL,J.Kumar Infraprojects Limited,897.0,898.55,874.8,899.0
852,JKLAKSHMI,JK Lakshmi Cement Limited,872.85,884.0,894.25,898.0
853,JKPAPER,JK Paper Limited,590.75,600.5,631.85,536.35
854,JKTYRE,JK Tyre & Industries Limited,460.2,454.0,452.0,445.75
855,JMA,Jullundur Motor Agency (Delhi) Limited,108.25,108.52,109.0,111.0
856,JMFINANCIL,JM Financial Limited,92.1,90.65,91.0,89.09
857,JOCIL,Jocil Limited,204.96,206.88,205.97,208.0
858,JPASSOCIAT,Jaiprakash Associates Limited,,,,
859,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,888.0,913.55,923.1,911.05
860,JPPOWER,Jaiprakash Power Ventures Limited,19.08,19.69,19.83,19.88
861,JSL,Jindal Stainless Limited,834.95,826.0,814.95,810.5
862,JSWENERGY,JSW Energy Limited,725.5,731.3,733.8,745.3
863,JSWHL,JSW Holdings Limited,7349.9,7469.9,7539.95,7414.0
864,JSWISPL,JSW Ispat Special Products Limited,,,,
865,JSWSTEEL,JSW Steel Limited,945.65,950.95,939.95,945.0
866,JTEKTINDIA,Jtekt India Limited,217.0,219.5,217.85,221.35
867,JTLIND,JTL INDUSTRIES LIMITED,216.5,219.45,218.6,219.35
868,JUBLFOOD,Jubilant Foodworks Limited,565.5,570.0,574.1,574.0
869,JUBLINDS,Jubilant Industries Limited,1600.0,1585.0,1612.0,1623.0
870,JUBLINGREA,Jubilant Ingrevia Limited,542.0,525.5,522.5,533.0
871,JUBLPHARMA,Jubilant Pharmova Limited,749.0,735.25,736.0,734.5
872,JUSTDIAL,Just Dial Limited,1033.5,1022.55,1023.8,1050.0
873,JWL,Jupiter Wagons Limited,721.95,693.0,682.95,689.05
874,JYOTHYLAB,Jyothy Labs Limited,472.8,480.0,477.5,451.2
875,JYOTISTRUC,Jyoti Structures Limited,,,,
876,KABRAEXTRU,Kabra Extrusion Technik Limited,410.0,410.65,413.7,412.0
877,KAJARIACER,Kajaria Ceramics Limited,1509.0,1490.0,1480.0,1502.0
878,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,238.5,238.15,229.0,231.0
879,KALPATPOWR,Kalpataru Power Transmission Limited,,,,
880,KALYANI,Kalyani Commercials Limited,,,,
881,KALYANIFRG,Kalyani Forge Limited,,,,
882,KALYANKJIL,Kalyan Jewellers India Limited,489.9,489.8,494.7,500.0
883,KAMATHOTEL,Kamat Hotels (I) Limited,226.0,230.0,233.0,234.0
884,KAMDHENU,Kamdhenu Limited,564.7,566.5,562.25,544.25
885,KAMOPAINTS,Kamdhenu Ventures Limited,40.25,40.94,42.17,42.2
886,KANANIIND,Kanani Industries Limited,3.11,3.15,3.1,3.02
887,KANORICHEM,Kanoria Chemicals & Industries Limited,126.4,128.55,128.55,130.6
888,KANPRPLA,Kanpur Plastipack Limited,107.0,108.0,106.9,109.9
889,KANSAINER,Kansai Nerolac Paints Limited,269.9,268.45,270.0,271.2
890,KAPSTON,Kapston Services Limited,,,,
891,KARMAENG,Karma Energy Limited,67.43,64.22,61.17,58.39
892,KARURVYSYA,Karur Vysya Bank Limited,205.51,206.16,204.5,206.9
893,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,874.7,874.85,836.0,792.8
894,KAVVERITEL,Kavveri Telecom Products Limited,,,,
895,KAYA,Kaya Limited,499.45,454.0,451.5,454.5
896,KAYNES,Kaynes Technology India Limited,4021.0,4005.25,3963.5,3965.0
897,KBCGLOBAL,KBC Global Limited,2.02,2.01,1.84,1.81
898,KCP,KCP Limited,254.75,254.24,252.0,252.3
899,KCPSUGIND,KCP Sugar and Industries Corporation Limited,44.25,44.85,45.07,45.0
900,KDDL,KDDL Limited,3127.9,3178.85,3189.0,3180.0
901,KEC,KEC International Limited,915.15,923.85,903.0,882.0
902,KECL,Kirloskar Electric Company Limited,204.52,206.4,203.2,195.5
903,KEEPLEARN,DSJ Keep Learning Limited,,,,
904,KEERTI,Keerti Knowledge and Skills Limited,,,,
905,KEI,KEI Industries Limited,4668.0,4524.0,4550.0,4471.0
906,KELLTONTEC,Kellton Tech Solutions Limited,111.46,109.0,107.5,108.9
907,KENNAMET,Kennametal India Limited,,,,
908,KERNEX,Kernex Microsystems (India) Limited,424.4,427.65,422.1,400.45
909,KESORAMIND,Kesoram Industries Limited,212.04,214.5,213.6,214.25
910,KEYFINSERV,Keynote Financial Services Limited,,,,
911,KFINTECH,Kfin Technologies Limited,759.0,759.7,762.4,730.55
912,KHADIM,Khadim India Limited,364.85,367.0,373.0,350.0
913,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,76.5,78.9,72.8,72.0
914,KHAITANLTD,Khaitan (India) Limited,79.2,80.75,78.05,76.98
915,KHANDSE,Khandwala Securities Limited,29.48,29.15,28.37,28.31
916,KICL,Kalyani Investment Company Limited,6509.0,6596.8,6535.0,6470.0
917,KILITCH,Kilitch Drugs (India) Limited,349.25,347.75,343.9,335.2
918,KIMS,Krishna Institute of Medical Sciences Limited,2137.0,2115.0,2097.0,2135.0
919,KINGFA,Kingfa Science & Technology (India) Limited,2569.0,2604.5,2200.0,2090.1
920,KIOCL,KIOCL Limited,474.0,462.8,459.1,451.7
921,KIRIINDUS,Kiri Industries Limited,330.9,330.0,326.7,327.0
922,KIRLFER,Kirloskar Ferrous Industries Ltd,,,,
923,KIRLOSBROS,Kirloskar Brothers Limited,2355.0,2393.5,2287.0,2233.9
924,KIRLOSENG,Kirloskar Oil Engines Limited,1389.0,1402.0,1410.0,1417.95
925,KIRLOSIND,Kirloskar Industries Limited,6094.0,6099.0,6048.7,6070.25
926,KIRLPNU,Kirloskar Pneumatic Company Limited,1304.75,1349.0,1339.3,1345.0
927,KITEX,Kitex Garments Limited,213.25,211.71,213.05,213.7
928,KKCL,Kewal Kiran Clothing Limited,730.0,745.0,753.9,758.0
929,KMSUGAR,K.M.Sugar Mills Limited,,,,
930,KNRCON,KNR Constructions Limited,359.0,362.5,342.0,344.75
931,KOHINOOR,Kohinoor Foods Limited,42.93,43.4,43.6,42.9
932,KOKUYOCMLN,Kokuyo Camlin Limited,155.9,154.31,158.5,156.05
933,KOLTEPATIL,Kolte - Patil Developers Limited,426.0,426.0,425.65,429.5
934,KOPRAN,Kopran Limited,252.65,252.85,251.9,258.1
935,KOTAKBANK,Kotak Mahindra Bank Limited,1832.0,1809.0,1763.15,1804.7
936,KOTARISUG,Kothari Sugars And Chemicals Limited,59.08,59.23,59.25,59.4
937,KOTHARIPET,Kothari Petrochemicals Limited,157.1,143.22,139.7,139.5
938,KOTHARIPRO,Kothari Products Limited,172.17,143.1,142.0,139.0
939,KOVAI,Kovai Medical Center and Hospital Limited,,,,
940,KPIGREEN,KPI Green Energy Limited,1786.0,1800.0,1771.2,1786.4
941,KPITTECH,KPIT Technologies Limited,1743.5,1720.0,1651.0,1672.0
942,KPRMILL,K.P.R. Mill Limited,904.1,883.0,889.45,913.2
943,KRBL,KRBL Limited,315.5,311.45,304.75,303.0
944,KREBSBIO,Krebs Biochemicals and Industries Limited,71.36,73.15,74.5,73.5
945,KRIDHANINF,Kridhan Infra Limited,,,,
946,KRISHANA,Krishana Phoschem Limited,291.0,292.0,292.5,292.5
947,KRITI,Kriti Industries (India) Limited,192.7,190.0,188.5,187.45
948,KRITIKA,Kritika Wires Limited,21.45,20.66,19.7,18.74
949,KRITINUT,Kriti Nutrients Limited,109.26,108.85,108.0,108.9
950,KRSNAA,Krsnaa Diagnostics Limited,689.0,679.4,627.25,607.2
951,KSB,Ksb Limited,5040.0,4947.0,4915.0,4875.0
952,KSCL,Kaveri Seed Company Limited,962.0,959.5,936.5,941.0
953,KSHITIJPOL,Kshitij Polyline Limited,,,,
954,KSL,Kalyani Steels Limited,983.8,994.0,999.0,974.85
955,KSOLVES,Ksolves India Limited,1134.0,1140.0,1135.0,1143.0
956,KTKBANK,The Karnataka Bank Limited,224.99,223.88,221.8,224.0
957,KUANTUM,Kuantum Papers Limited,174.29,174.8,170.0,157.15
958,L&TFH,L&T Finance Holdings Limited,,,,
959,LAGNAM,Lagnam Spintex Limited,,,,
960,LAKPRE,Lakshmi Precision Screws Limited,,,,
961,LAL,Lorenzini Apparels Limited,21.45,21.75,22.34,22.05
962,LALPATHLAB,Dr. Lal Path Labs Ltd.,2912.0,2825.2,2791.9,2828.0
963,LAMBODHARA,Lambodhara Textiles Limited,155.6,156.53,156.7,157.89
964,LANDMARK,Landmark Cars Limited,704.0,711.9,714.5,719.0
965,LAOPALA,La Opala RG Limited,342.0,336.0,335.0,336.4
966,LASA,Lasa Supergenerics Limited,23.99,22.75,22.8,22.8
967,LATENTVIEW,Latent View Analytics Limited,,,,
968,LAURUSLABS,Laurus Labs Limited,455.0,436.0,438.4,432.0
969,LAXMICOT,Laxmi Cotspin Limited,32.09,32.39,32.74,33.44
970,LAXMIMACH,Lakshmi Machine Works Limited,16570.0,16458.2,16455.0,16800.0
971,LCCINFOTEC,LCC Infotech Limited,,,,
972,LEMONTREE,Lemon Tree Hotels Limited,146.7,145.5,145.35,145.0
973,LEXUS,Lexus Granito (India) Limited,43.65,43.5,41.15,42.6
974,LFIC,Lakshmi Finance & Industrial Corporation Limited,214.4,216.89,214.47,212.0
975,LGBBROSLTD,LG Balakrishnan & Bros Limited,1450.0,1460.0,1466.8,1466.4
976,LGBFORGE,LGB Forge Limited,,,,
977,LIBAS,Libas Consumer Products Limited,18.0,17.95,18.06,18.06
978,LIBERTSHOE,Liberty Shoes Limited,411.25,405.0,426.9,392.4
979,LICHSGFIN,LIC Housing Finance Limited,794.0,800.8,795.9,817.1
980,LICI,Life Insurance Corporation Of India,1010.3,988.95,986.0,995.0
981,LIKHITHA,Likhitha Infrastructure Limited,455.0,462.05,461.3,468.0
982,LINC,Linc Limited,597.0,587.5,586.7,580.8
983,LINCOLN,Lincoln Pharmaceuticals Limited,668.0,666.0,655.0,647.9
984,LINDEINDIA,Linde India Limited,9087.95,8595.0,8466.0,8454.75
985,LODHA,Macrotech Developers Limited,1504.0,1494.0,1493.0,1515.0
986,LOKESHMACH,Lokesh Machines Limited,,,,
987,LOTUSEYE,Lotus Eye Hospital and Institute Limited,58.94,58.73,58.5,58.7
988,LOVABLE,Lovable Lingerie Limited,136.12,138.76,139.6,144.61
989,LOYALTEX,Loyal Textile Mills Limited,610.3,581.15,581.9,578.2
990,LPDC,Landmark Property Development Company Limited,11.55,9.81,10.05,10.4
991,LSIL,Lloyds Steels Industries Limited,,,,
992,LT,Larsen & Toubro Limited,3581.65,3615.0,3623.0,3528.2
993,LTIM,LTIMindtree Limited,5447.5,5474.0,5480.0,5440.0
994,LTTS,L&T Technology Services Limited,5069.8,5032.15,5024.0,5045.0
995,LUMAXIND,Lumax Industries Limited,2927.0,2895.1,2880.0,2820.0
996,LUMAXTECH,Lumax Auto Technologies Limited,577.8,586.0,590.8,582.0
997,LUPIN,Lupin Limited,1764.05,1636.45,1635.0,1616.0
998,LUXIND,Lux Industries Limited,1497.0,1513.2,1487.1,1442.95
999,LXCHEM,Laxmi Organic Industries Limited,263.9,261.05,260.55,259.15
1000,LYKALABS,Lyka Labs Limited,108.4,107.75,107.4,107.0
1001,LYPSAGEMS,Lypsa Gems & Jewellery Limited,6.16,6.02,6.18,5.6
1002,M&M,Mahindra & Mahindra Limited,2901.1,2880.0,2862.95,2867.5
1003,M&MFIN,Mahindra & Mahindra Financial Services Limited,298.3,302.4,302.35,306.0
1004,MAANALU,Maan Aluminium Limited,141.0,139.8,140.05,141.9
1005,MACPOWER,Macpower CNC Machines Limited,,,,
1006,MADHAV,Madhav Marbles and Granites Limited,,,,
1007,MADHUCON,Madhucon Projects Limited,,,,
1008,MADRASFERT,Madras Fertilizers Limited,109.09,109.45,107.3,109.7
1009,MAGADSUGAR,Magadh Sugar & Energy Limited,764.9,763.95,755.7,757.0
1010,MAGNUM,Magnum Ventures Limited,51.99,52.3,52.42,50.0
1011,MAHABANK,Bank of Maharashtra,63.6,63.79,63.5,64.34
1012,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,174.0,168.0,171.05,169.0
1013,MAHASTEEL,Mahamaya Steel Industries Limited,104.35,106.0,104.5,106.5
1014,MAHEPC,Mahindra EPC Irrigation Limited,,,,
1015,MAHESHWARI,Maheshwari Logistics Limited,65.5,65.1,63.23,66.0
1016,MAHINDCIE,Mahindra CIE Automotive Limited,,,,
1017,MAHLIFE,Mahindra Lifespace Developers Limited,613.25,594.25,602.55,605.0
1018,MAHLOG,Mahindra Logistics Limited,520.0,537.85,542.15,540.9
1019,MAHSCOOTER,Maharashtra Scooters Limited,9333.0,9082.15,8999.7,8875.0
1020,MAHSEAMLES,Maharashtra Seamless Limited,653.0,645.05,646.0,657.0
1021,MAITHANALL,Maithan Alloys Limited,1257.0,1256.15,1222.0,1212.5
1022,MALLCOM,Mallcom (India) Limited,1350.0,1289.0,1270.0,1260.0
1023,MALUPAPER,Malu Paper Mills Limited,,,,
1024,MANAKALUCO,Manaksia Aluminium Company Limited,27.9,27.8,27.7,28.35
1025,MANAKCOAT,Manaksia Coated Metals & Industries Limited,,,,
1026,MANAKSIA,Manaksia Limited,98.5,98.25,98.06,97.51
1027,MANAKSTEEL,Manaksia Steels Limited,,,,
1028,MANALIPETC,Manali Petrochemicals Limited,93.5,95.5,95.5,94.7
1029,MANAPPURAM,Manappuram Finance Limited,208.0,208.3,206.34,211.75
1030,MANGALAM,Mangalam Drugs And Organics Limited,108.02,106.08,103.8,103.85
1031,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,127.31,127.5,128.27,131.55
1032,MANGLMCEM,Mangalam Cement Limited,915.2,892.9,891.0,899.0
1033,MANINDS,Man Industries (India) Limited,456.3,462.3,459.55,471.0
1034,MANINFRA,Man Infraconstruction Limited,195.6,198.02,196.35,195.0
1035,MANKIND,Mankind Pharma Limited,2168.2,2133.85,2129.75,2151.0
1036,MANOMAY,Manomay Tex India Limited,185.88,187.85,189.0,181.43
1037,MANORAMA,Manorama Industries Limited,,,,
1038,MANORG,Mangalam Organics Limited,,,,
1039,MANUGRAPH,Manugraph India Limited,23.46,22.66,23.24,21.85
1040,MANYAVAR,Vedant Fashions Limited,1124.75,1126.9,1099.0,1085.0
1041,MAPMYINDIA,C.E. Info Systems Limited,2434.0,2318.0,2340.5,2334.0
1042,MARALOVER,Maral Overseas Limited,74.2,75.95,74.8,74.88
1043,MARATHON,Marathon Nextgen Realty Limited,599.0,597.1,582.7,595.0
1044,MARICO,Marico Limited,608.45,608.0,602.6,619.3
1045,MARINE,Marine Electricals (India) Limited,178.88,169.98,172.14,163.95
1046,MARKSANS,Marksans Pharma Limited,166.15,166.6,166.3,164.5
1047,MARSHALL,Marshall Machines Limited,,,,
1048,MARUTI,Maruti Suzuki India Limited,12080.0,12134.0,12029.9,12100.0
1049,MASFIN,MAS Financial Services Limited,291.0,301.0,294.1,294.25
1050,MASKINVEST,Mask Investments Limited,102.58,97.7,93.05,92.0
1051,MASTEK,Mastek Limited,2864.0,2748.35,2760.0,2805.25
1052,MATRIMONY,Matrimony.Com Limited,634.9,631.0,639.8,642.0
1053,MAWANASUG,Mawana Sugars Limited,124.05,123.25,117.1,117.18
1054,MAXHEALTH,Max Healthcare Institute Limited,917.6,924.0,913.15,954.55
1055,MAXIND,Max India Limited,325.1,320.75,306.8,300.0
1056,MAXVIL,Max Ventures and Industries Limited,,,,
1057,MAYURUNIQ,Mayur Uniquoters Ltd,646.0,646.0,646.0,657.8
1058,MAZDA,Mazda Limited,1416.0,1435.0,1453.0,1443.0
1059,MAZDOCK,Mazagon Dock Shipbuilders Limited,5621.45,4690.0,4333.0,4386.0
1060,MBAPL,Madhya Bharat Agro Products Limited,232.2,234.9,231.85,229.0
1061,MBECL,Mcnally Bharat Engineering Company Limited,,,,
1062,MBLINFRA,MBL Infrastructure Limited,79.4,67.25,65.5,67.0
1063,MCDOWELL-N,United Spirits Limited,,,,
1064,MCL,Madhav Copper Limited,36.71,36.5,36.72,36.85
1065,MCLEODRUSS,Mcleod Russel India Limited,26.55,26.0,26.56,27.3
1066,MCX,Multi Commodity Exchange of India Limited,3930.0,3931.0,3865.0,3900.0
1067,MEDANTA,Global Health Limited,1270.0,1270.0,1277.0,1273.0
1068,MEDICAMEQ,Medicamen Biotech Limited,514.8,513.85,465.0,456.1
1069,MEDICO,Medico Remedies Limited,,,,
1070,MEDPLUS,Medplus Health Services Limited,688.0,689.2,688.0,688.05
1071,MEGASOFT,Megasoft Limited,70.74,71.29,71.07,67.69
1072,MEGASTAR,Megastar Foods Limited,259.9,258.0,252.8,254.0
1073,MELSTAR,Melstar Information Technologies Limited,,,,
1074,MENONBE,Menon Bearings Limited,133.52,138.28,137.95,139.3
1075,MEP,MEP Infrastructure Developers Limited,,,,
1076,METALFORGE,Metalyst Forgings Limited,,,,
1077,METROBRAND,Metro Brands Limited,1236.65,1244.0,1233.15,1245.0
1078,METROPOLIS,Metropolis Healthcare Limited,2091.7,2024.0,2015.0,2050.95
1079,MFL,Meghmani Finechem Limited,,,,
1080,MFSL,Max Financial Services Limited,1003.0,1000.0,981.5,992.0
1081,MGEL,Mangalam Global Enterprise Limited,26.34,21.94,21.13,20.95
1082,MGL,Mahanagar Gas Limited,1667.0,1696.8,1710.75,1754.0
1083,MHLXMIRU,Mahalaxmi Rubtech Limited,202.56,202.0,202.8,197.01
1084,MHRIL,Mahindra Holidays & Resorts India Limited,454.0,454.45,455.0,460.5
1085,MICEL,MIC Electronics Limited,90.43,95.19,90.66,86.35
1086,MIDHANI,Mishra Dhatu Nigam Limited,471.5,467.9,461.9,460.2
1087,MINDACORP,Minda Corporation Limited,497.9,494.0,499.05,496.5
1088,MINDTECK,Mindteck (India) Limited,342.0,326.9,306.5,314.75
1089,MIRCELECTR,MIRC Electronics Limited,20.33,20.11,20.17,20.4
1090,MIRZAINT,Mirza International Limited,46.0,47.25,48.48,44.05
1091,MITCON,MITCON Consultancy & Engineering Services Limited,131.0,130.0,129.52,134.25
1092,MITTAL,Mittal Life Style Limited,2.15,2.15,2.14,2.16
1093,MMFL,MM Forgings Limited,1288.0,1308.0,1289.0,1285.05
1094,MMP,MMP Industries Limited,277.3,274.55,281.05,273.85
1095,MMTC,MMTC Limited,85.8,85.33,79.1,78.4
1096,MODIRUBBER,Modi Rubber Limited,,,,
1097,MODISONLTD,MODISON LIMITED,,,,
1098,MOHITIND,Mohit Industries Limited,,,,
1099,MOHOTAIND,Mohota Industries Limited,,,,
1100,MOIL,MOIL Limited,538.25,525.0,491.8,489.0
1101,MOKSH,Moksh Ornaments Limited,,,,
1102,MOL,Meghmani Organics Limited,82.25,83.3,82.06,82.9
1103,MOLDTECH,Mold-Tek Technologies Limited,260.0,261.0,262.5,260.0
1104,MOLDTKPAC,Mold-Tek Packaging Limited,809.0,806.9,815.85,806.0
1105,MONARCH,Monarch Networth Capital Limited,518.0,515.0,517.0,528.0
1106,MONTECARLO,Monte Carlo Fashions Limited,691.1,621.0,603.1,603.8
1107,MORARJEE,Morarjee Textiles Limited,,,,
1108,MOREPENLAB,Morepen Laboratories Limited,55.65,56.2,56.75,57.75
1109,MOTHERSON,Samvardhana Motherson International Limited,206.6,205.3,203.0,196.85
1110,MOTILALOFS,Motilal Oswal Financial Services Limited,563.3,562.95,568.1,593.0
1111,MOTOGENFIN,The Motor & General Finance Limited,44.59,40.54,37.0,34.44
1112,MPHASIS,MphasiS Limited,2598.0,2565.0,2506.0,2493.0
1113,MPSLTD,MPS Limited,2091.0,2099.0,2109.0,2120.0
1114,MRF,MRF Limited,128735.0,129250.0,128670.45,129742.7
1115,MRO-TEK,MRO-TEK Realty Limited,,,,
1116,MRPL,Mangalore Refinery and Petrochemicals Limited,217.75,218.7,214.4,216.39
1117,MSPL,MSP Steel & Power Limited,27.85,27.79,27.0,25.8
1118,MSTCLTD,Mstc Limited,874.0,880.0,849.9,842.4
1119,MSUMI,Motherson Sumi Wiring India Limited,73.08,73.25,73.05,74.15
1120,MTARTECH,Mtar Technologies Limited,1920.0,1919.0,1898.6,1845.0
1121,MTEDUCARE,MT Educare Limited,,,,
